FOLIO,P3_5,Ingreso mensual por trabajo,Registra ingresos y gastos,Anotaciones de gastos,Dinero separado para pagos y gastos diarios,Ingreso suficiente para cubrir gastos desde julio 2020,Préstamos a conocidos,Uso de ahorros,Reducción de gastos,Venta o empeño de bienes,Adelanto salarial/trabajo extra,Uso de tarjeta de crédito o préstamo bancario,Cursos sobre ahorro y presupuestos,Conocimiento básico de inflación,Enfoque en el presente,Gasto del dinero,Revisión detallada del dinero,Optimismo económico,Dinero suficiente para gastos,Tranquilidad financiera,Cuenta de ahorro,Ahorro en cuenta,Seguro,SEXO,EDAD,GRUPO_EDAD,Grupo_Ingreso
95,Trabajó por lo menos una hora,12500.0,Sí,Sí,No,Sí,,,,,,,No,Verdadera,En desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,No,,Sí,Hombre,30,31-50,+10k
96,Está incapacitada(o) permanentemente para trabajar,,No,No,Sí,No,Sí,Sí,Sí,Sí,No,Sí,No,Verdadera,En desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,No,,No,Mujer,50,51-70,
97,Buscó trabajo,,No,No,Sí,No,No,No,Sí,No,No,No,No,Verdadera,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,No,,No,Hombre,19,18-30,
98,Trabajó por lo menos una hora,10000.0,No,No,No,Sí,,,,,,,Sí,Verdadera,De acuerdo,En desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,Sí,Sí,No,Mujer,32,31-50,+10k
99,Trabajó por lo menos una hora,1500.0,No,No,No,No,Sí,Sí,Sí,No,No,No,No,Verdadera,En desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,No,,No,Hombre,61,51-70,+1k
100,Trabajó por lo menos una hora,4600.0,No,No,No,No,Sí,No,Sí,No,No,No,No,Verdadera,En desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,No,,No,Hombre,24,18-30,+1k
101,Trabajó por lo menos una hora,1500.0,Sí,No,Sí,Sí,,,,,,,No,Falsa,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,No,,No,Hombre,19,18-30,+1k
102,Trabajó por lo menos una hora,1100.0,No,No,No,No,Sí,No,Sí,No,No,Sí,No,Verdadera,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No,,No,Hombre,57,51-70,+1k
103,Trabajó por lo menos una hora,6000.0,No,Sí,Sí,No,No,Sí,Sí,Sí,No,Sí,No,Verdadera,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No,,Sí,Mujer,52,51-70,+5k
104,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,,No,No,Sí,No,Sí,Sí,Sí,No,No,No,No,Falsa,En desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,Sí,No,Sí,Mujer,25,18-30,
105,Trabajó por lo menos una hora,3200.0,No,No,No,No,No,No,Sí,No,Sí,No,No,Verdadera,En desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,No,,No,Hombre,20,18-30,+1k
106,Trabajó por lo menos una hora,8000.0,No,No,Sí,Sí,,,,,,,No,Verdadera,En desacuerdo,De acuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,No,,Sí,Hombre,25,18-30,+5k
107,Trabajó por lo menos una hora,18000.0,Sí,Sí,Sí,Sí,,,,,,,No,Verdadera,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Sí,Sí,Sí,Hombre,27,18-30,+10k
108,Trabajó por lo menos una hora,1600.0,No,No,Sí,No,Sí,Sí,Sí,No,Sí,No,No,Verdadera,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,No,,No,Hombre,46,31-50,+1k
109,Trabajó por lo menos una hora,1200.0,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,No,No,No,Verdadera,En desacuerdo,En desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,No,,No,Mujer,31,31-50,+1k
110,Trabajó por lo menos una hora,1500.0,No,No,Sí,Sí,,,,,,,No,Verdadera,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,No,,No,Hombre,45,31-50,+1k
111,Trabajó por lo menos una hora,1100.0,No,No,No,Sí,,,,,,,No,Verdadera,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,No,,No,Mujer,52,51-70,+1k
112,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,300.0,No,No,Sí,No,Sí,Sí,Sí,No,No,No,No,Verdadera,Ni de acuerdo ni en desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,No,,No,Mujer,49,31-50,0-1k
113,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,,No,No,Sí,Sí,,,,,,,No,Verdadera,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,No,,No,Mujer,29,18-30,
114,Trabajó por lo menos una hora,10000.0,No,No,Sí,Sí,,,,,,,No,Verdadera,De acuerdo,En desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,Sí,No,Sí,Mujer,36,31-50,+10k
115,Trabajó por lo menos una hora,1100.0,No,No,Sí,No,Sí,Sí,Sí,Sí,No,No,No,Verdadera,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,No,,No,Mujer,36,31-50,+1k
116,Trabajó por lo menos una hora,1800.0,No,No,Sí,Sí,,,,,,,No,Verdadera,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,No,,No,Mujer,22,18-30,+1k
117,Es jubilada(o) o pensionada(o),,No,No,Sí,No,No,Sí,Sí,No,No,No,No,Verdadera,De acuerdo,De acuerdo,No sabe,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,No,,No,Mujer,61,51-70,
118,Trabajó por lo menos una hora,2000.0,No,No,Sí,No,Sí,Sí,Sí,Sí,No,Sí,No,Verdadera,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,No,,No,Hombre,42,31-50,+1k
119,Trabajó por lo menos una hora,2000.0,No,No,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,No,Verdadera,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,No,,Sí,Hombre,35,31-50,+1k
120,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,,No,No,No,Sí,,,,,,,No,Verdadera,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,No,,No,Mujer,56,51-70,
121,Trabajó por lo menos una hora,7000.0,Sí,No,Sí,No,No,Sí,Sí,Sí,Sí,No,No,Verdadera,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,No,,No,Hombre,30,31-50,+5k
122,Trabajó por lo menos una hora,15000.0,Sí,Sí,Sí,No,No,No,Sí,Sí,No,Sí,Sí,Verdadera,En desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Sí,No,Sí,Mujer,33,31-50,+10k
123,No trabajó,,No,No,No,No,Sí,Sí,No,No,No,No,No,Verdadera,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No,,No,Mujer,21,18-30,
124,Es jubilada(o) o pensionada(o),,No,No,Sí,No,No,No,No,No,No,No,No,Verdadera,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,No,,No,Mujer,82,71+,
125,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,,No,Sí,Sí,Sí,,,,,,,No,Verdadera,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Sí,No,No,Mujer,42,31-50,
126,Es jubilada(o) o pensionada(o),,No,No,Sí,No,No,Sí,Sí,No,No,Sí,No,Verdadera,De acuerdo,De acuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,No,,Sí,Mujer,84,71+,
127,Trabajó por lo menos una hora,3000.0,No,Sí,Sí,Sí,,,,,,,No,Verdadera,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No,,No,Hombre,38,31-50,+1k
128,Trabajó por lo menos una hora,1000.0,No,No,Sí,Sí,,,,,,,No,Verdadera,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,No,,No,Hombre,30,31-50,+1k
129,Trabajó por lo menos una hora,6000.0,No,No,Sí,Sí,,,,,,,No,Verdadera,En desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,No,,No,Hombre,20,18-30,+5k
130,Trabajó por lo menos una hora,1100.0,Sí,Sí,Sí,Sí,,,,,,,No,Verdadera,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,No,,No,Mujer,28,18-30,+1k
131,Trabajó por lo menos una hora,2000.0,Sí,No,Sí,No,No,Sí,Sí,No,No,No,No,Verdadera,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Sí,Sí,No,Hombre,24,18-30,+1k
132,Trabajó por lo menos una hora,2000.0,No,No,No,Sí,,,,,,,No,Verdadera,Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,No,,No,Hombre,45,31-50,+1k
133,Trabajó por lo menos una hora,2500.0,Sí,Sí,Sí,Sí,,,,,,,No,Verdadera,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,No,,Sí,Mujer,27,18-30,+1k
134,Trabajó por lo menos una hora,5600.0,No,Sí,Sí,Sí,,,,,,,No,Verdadera,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,No,,Sí,Mujer,21,18-30,+5k
135,Trabajó por lo menos una hora,2000.0,No,No,No,Sí,,,,,,,No,Verdadera,En desacuerdo,De acuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,No,,No,Hombre,56,51-70,+1k
136,Es estudiante,,No,No,No,No,No,Sí,No,No,No,No,No,Verdadera,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,No,,No,Mujer,19,18-30,
137,Trabajó por lo menos una hora,3000.0,No,No,Sí,Sí,,,,,,,No,Verdadera,Ni de acuerdo ni en desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,No,,No,Hombre,48,31-50,+1k
138,Trabajó por lo menos una hora,6000.0,Sí,No,Sí,No,Sí,Sí,No,No,No,No,No,Verdadera,En desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,No,,Sí,Hombre,20,18-30,+5k
139,Trabajó por lo menos una hora,1700.0,No,No,Sí,Sí,,,,,,,No,Verdadera,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,No,,No,Hombre,29,18-30,+1k
140,Trabajó por lo menos una hora,12000.0,Sí,No,No,No,Sí,No,No,No,No,No,No,Verdadera,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No,,Sí,Hombre,43,31-50,+10k
141,No trabajó,,No,No,No,No,No,No,No,No,No,No,No,No sabe,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,No,,No,Mujer,70,71+,
142,Trabajó por lo menos una hora,10000.0,No,No,Sí,No,Sí,Sí,No,No,No,No,No,Verdadera,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,No,,Sí,Hombre,39,31-50,+10k
143,No trabajó,,No,No,No,No,Sí,No,Sí,No,No,No,No,Verdadera,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,No,,No,Mujer,38,31-50,
144,Trabajó por lo menos una hora,10000.0,Sí,Sí,Sí,No,No,No,Sí,Sí,No,Sí,No,Verdadera,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No,,No,Hombre,57,51-70,+10k
145,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,,No,Sí,Sí,Sí,,,,,,,No,Verdadera,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,No,,No,Mujer,64,51-70,
146,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,,No,No,No,No,No,No,Sí,No,No,No,No,Verdadera,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No,,No,Mujer,47,31-50,
147,Trabajó por lo menos una hora,10000.0,No,No,No,No,Sí,No,Sí,Sí,Sí,No,No,Verdadera,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,No,,No,Hombre,29,18-30,+10k
148,Trabajó por lo menos una hora,1000.0,No,No,Sí,No,Sí,Sí,Sí,Sí,No,No,No,Verdadera,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,No,,No,Mujer,27,18-30,+1k
149,Trabajó por lo menos una hora,16000.0,No,Sí,Sí,No,No,Sí,Sí,No,No,No,Sí,Verdadera,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,Sí,Sí,Sí,Hombre,50,51-70,+10k
150,Trabajó por lo menos una hora,2300.0,No,No,No,Sí,,,,,,,No,Falsa,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,No,,No,Hombre,30,31-50,+1k
151,Trabajó por lo menos una hora,2000.0,Sí,Sí,Sí,No,Sí,Sí,Sí,No,No,No,Sí,Verdadera,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,No,,Sí,Hombre,35,31-50,+1k
152,Trabajó por lo menos una hora,1500.0,Sí,Sí,No,No,Sí,Sí,Sí,No,Sí,No,No,Verdadera,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No,,No,Mujer,24,18-30,+1k
153,No trabajó,,No,No,Sí,No,Sí,Sí,Sí,Sí,No,Sí,No,Verdadera,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No,,No,Mujer,54,51-70,
154,Trabajó por lo menos una hora,8600.0,Sí,Sí,Sí,Sí,,,,,,,Sí,Verdadera,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,No,,No,Hombre,24,18-30,+5k
155,No trabajó,,No,No,No,No,Sí,No,Sí,Sí,Sí,No,No,Verdadera,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,No,,No,Hombre,54,51-70,
156,Trabajó por lo menos una hora,1400.0,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,No,No,Verdadera,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,No,,No,Mujer,42,31-50,+1k
157,No trabajó,,No,No,No,No,No,No,Sí,No,No,No,No,Verdadera,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No,,No,Hombre,31,31-50,
158,Trabajó por lo menos una hora,450.0,No,No,Sí,No,Sí,Sí,Sí,Sí,Sí,No,No,Verdadera,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,No,,Sí,Mujer,46,31-50,0-1k
159,Trabajó por lo menos una hora,,No,No,No,No,No,No,Sí,No,No,No,No,Verdadera,En desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,No,,No,Mujer,45,31-50,
160,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,,No,No,Sí,Sí,,,,,,,No,Verdadera,De acuerdo,En desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,No,,No,Mujer,40,31-50,
161,Trabajó por lo menos una hora,1400.0,Sí,Sí,Sí,No,Sí,Sí,Sí,No,No,No,No,Verdadera,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No,,No,Hombre,37,31-50,+1k
162,Trabajó por lo menos una hora,2400.0,No,No,Sí,Sí,,,,,,,No,Falsa,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,Sí,Sí,Sí,Hombre,49,31-50,+1k
163,Trabajó por lo menos una hora,5000.0,No,No,Sí,No,Sí,Sí,Sí,No,No,No,No,Verdadera,Ni de acuerdo ni en desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,No,,Sí,Mujer,40,31-50,+5k
164,Trabajó por lo menos una hora,10000.0,Sí,No,No,Sí,,,,,,,No,Verdadera,En desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,En desacuerdo,No,,Sí,Hombre,26,18-30,+10k
165,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,,No,No,No,No,Sí,No,Sí,No,No,No,No,Verdadera,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No,,No,Mujer,51,51-70,
166,Trabajó por lo menos una hora,1000.0,No,No,Sí,Sí,,,,,,,No,Verdadera,En desacuerdo,En desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,No,,Sí,Hombre,20,18-30,+1k
167,Es jubilada(o) o pensionada(o),,Sí,Sí,Sí,No,Sí,No,Sí,No,No,No,No,Verdadera,En desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No,,Sí,Mujer,53,51-70,
168,Trabajó por lo menos una hora,8000.0,Sí,Sí,Sí,Sí,,,,,,,No,Verdadera,En desacuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo,No,,Sí,Hombre,33,31-50,+5k
169,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,,Sí,Sí,Sí,No,Sí,No,Sí,Sí,Sí,Sí,No,Verdadera,En desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No,,No,Mujer,53,51-70,
170,"Tenía trabajo, pero no trabajó",10000.0,Sí,No,Sí,Sí,,,,,,,No,Verdadera,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,No,,No,Hombre,22,18-30,+10k
171,Trabajó por lo menos una hora,2000.0,No,No,No,Sí,,,,,,,No,Verdadera,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,No,,No,Hombre,38,31-50,+1k
172,Trabajó por lo menos una hora,4400.0,Sí,No,Sí,Sí,,,,,,,No,Verdadera,En desacuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo,No,,No,Hombre,34,31-50,+1k
173,Trabajó por lo menos una hora,4400.0,Sí,No,Sí,Sí,,,,,,,No,Verdadera,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,No,,No,Hombre,34,31-50,+1k
174,Trabajó por lo menos una hora,800.0,Sí,No,Sí,No,Sí,Sí,Sí,No,Sí,No,No,Verdadera,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,Sí,No,No,Mujer,40,31-50,0-1k
175,Trabajó por lo menos una hora,300.0,No,No,No,Sí,,,,,,,No,Verdadera,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,No,,No,Hombre,59,51-70,0-1k
176,Trabajó por lo menos una hora,3000.0,Sí,Sí,Sí,Sí,,,,,,,No,Verdadera,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,No,,No,Mujer,32,31-50,+1k
177,Trabajó por lo menos una hora,800.0,No,No,No,Sí,,,,,,,No,Verdadera,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,No,,Sí,Mujer,28,18-30,0-1k
178,Trabajó por lo menos una hora,2500.0,No,Sí,Sí,No,Sí,Sí,Sí,No,Sí,Sí,No,Verdadera,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Sí,Sí,No,Mujer,30,31-50,+1k
179,Trabajó por lo menos una hora,1200.0,No,No,No,No,No,No,Sí,Sí,Sí,No,No,Verdadera,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,No,,No,Hombre,41,31-50,+1k
180,Trabajó por lo menos una hora,2000.0,No,No,Sí,Sí,,,,,,,No,Verdadera,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,No,,Sí,Hombre,20,18-30,+1k
181,Trabajó por lo menos una hora,,No,No,No,Sí,,,,,,,No,Verdadera,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No,,No,Mujer,29,18-30,
182,No trabajó,,Sí,Sí,Sí,Sí,,,,,,,No,Verdadera,En desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,No,,Sí,Mujer,46,31-50,
183,Trabajó por lo menos una hora,20000.0,No,Sí,Sí,Sí,,,,,,,No,Falsa,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,No,,Sí,Hombre,43,31-50,+20k
184,Trabajó por lo menos una hora,7000.0,No,No,No,No,No,Sí,Sí,Sí,Sí,No,No,Verdadera,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,No,,Sí,Mujer,33,31-50,+5k
185,Trabajó por lo menos una hora,1000.0,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,No,No,No,Verdadera,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,No,,No,Hombre,25,18-30,+1k
186,Trabajó por lo menos una hora,10000.0,Sí,Sí,Sí,No,No,No,Sí,No,No,No,No,Verdadera,En desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,No,,Sí,Hombre,36,31-50,+10k
187,Trabajó por lo menos una hora,1100.0,Sí,No,Sí,No,Sí,Sí,Sí,Sí,No,No,No,Verdadera,En desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No,,Sí,Hombre,39,31-50,+1k
188,Trabajó por lo menos una hora,16000.0,No,No,Sí,No,Sí,Sí,Sí,No,No,Sí,Sí,Verdadera,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,No,,Sí,Hombre,41,31-50,+10k
189,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,,No,No,Sí,Sí,,,,,,,No,Verdadera,En desacuerdo,En desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,Sí,Sí,Sí,Mujer,37,31-50,
189,Trabajó por lo menos una hora,1080.0,No,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,No,Verdadera,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No,,No,Mujer,34,31-50,+1k
190,Trabajó por lo menos una hora,700.0,No,No,No,Sí,,,,,,,No,Verdadera,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,No,,No,Mujer,63,51-70,0-1k
191,Trabajó por lo menos una hora,2800.0,No,Sí,No,Sí,,,,,,,No,Verdadera,En desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,No,,No,Hombre,20,18-30,+1k
192,Trabajó por lo menos una hora,10000.0,No,No,No,Sí,,,,,,,No,Verdadera,En desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,No,,Sí,Hombre,24,18-30,+10k
193,Se dedica a los quehaceres del hogar o a cuidar a sus hijas o hijos,,No,No,Sí,No,Sí,Sí,Sí,No,No,No,No,Verdadera,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No,,No,Mujer,76,71+,
194,Trabajó por lo menos una hora,15000.0,No,No,No,Sí,,,,,,,No,Verdadera,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,Sí,Sí,Sí,Hombre,40,31-50,+10k
